District,Year,Crop,Season,Area,total_crop_area,net_sown_area,rainfall_mm,yield
VILLUPURAM,2005,Groundnut,Kharif,58252,554154,,,2.056118244867129
VILLUPURAM,2005,Horse-gram,Kharif,304,554154,,,0.3651315789473684
VILLUPURAM,2005,Jowar,Kharif,1465,554154,,,0.7897610921501707
VILLUPURAM,2005,Maize,Kharif,1377,554154,,,
VILLUPURAM,2005,Moong(Green Gram),Kharif,285,554154,,,0.3368421052631579
VILLUPURAM,2005,Other Kharif pulses,Kharif,2309,554154,,,0.37851883932438285
VILLUPURAM,2005,Ragi,Kharif,959,554154,,,1.5797705943691345
VILLUPURAM,2005,Rice,Kharif,168435,554154,,,3.039338617270757
VILLUPURAM,2005,Sesamum,Kharif,6840,554154,,,0.4706140350877193
VILLUPURAM,2005,Small millets,Kharif,2208,554154,,,0.8405797101449275
VILLUPURAM,2005,Sunflower,Kharif,995,554154,,,1.6653266331658292
VILLUPURAM,2005,Urad,Kharif,18158,554154,,,0.5145390461504571
VILLUPURAM,2005,Gram,Rabi,145,554154,,,0.22758620689655173
VILLUPURAM,2005,Rapeseed &Mustard,Rabi,4,554154,,,0.25
VILLUPURAM,2005,Arecanut,Whole Year,5,554154,,,0.8
VILLUPURAM,2005,Banana,Whole Year,1120,554154,,,49.104464285714286
VILLUPURAM,2005,Cashewnut,Whole Year,4797,554154,,,0.24244319366270586
VILLUPURAM,2005,Coconut,Whole Year,2231,554154,,,0.09771402958314657
VILLUPURAM,2005,Coriander,Whole Year,254,554154,,,0.3031496062992126
VILLUPURAM,2005,Dry chillies,Whole Year,186,554154,,,0.6505376344086021
VILLUPURAM,2005,Onion,Whole Year,305,554154,,,8.01639344262295
VILLUPURAM,2005,Sugarcane,Whole Year,56564,554154,,,110.20099356481154
VILLUPURAM,2005,Sweet potato,Whole Year,103,554154,,,8.970873786407767
VILLUPURAM,2005,Tapioca,Whole Year,15141,554154,,,28.117165312727032
VILLUPURAM,2005,Turmeric,Whole Year,1976,554154,,,3.164473684210526
VILLUPURAM,2006,Rice,Kharif,144783,483074,,,3.426597045233211
VILLUPURAM,2006,Small millets,Kharif,2346,483074,,,1.500852514919011
VILLUPURAM,2006,Arecanut,Whole Year,25,483074,,,1.4
VILLUPURAM,2006,Arhar/Tur,Whole Year,438,483074,,,0.771689497716895
VILLUPURAM,2006,Bajra,Whole Year,11827,483074,,,0.818888982835884
VILLUPURAM,2006,Banana,Whole Year,1186,483074,,,53.584317032040474
VILLUPURAM,2006,Cashewnut,Whole Year,4849,483074,,,0.15838317178799752
VILLUPURAM,2006,Castor seed,Whole Year,29,483074,,,0.6896551724137931
VILLUPURAM,2006,Coconut,Whole Year,1947,483074,,,0.11607601438109913
VILLUPURAM,2006,Coriander,Whole Year,180,483074,,,0.3277777777777778
VILLUPURAM,2006,Cotton(lint),Whole Year,5557,483074,,,2.206766240777398
VILLUPURAM,2006,Dry chillies,Whole Year,182,483074,,,0.6923076923076923
VILLUPURAM,2006,Gram,Whole Year,2,483074,,,
VILLUPURAM,2006,Groundnut,Whole Year,46978,483074,,,2.075460854016774
VILLUPURAM,2006,Horse-gram,Whole Year,260,483074,,,0.5846153846153846
VILLUPURAM,2006,Jowar,Whole Year,2273,483074,,,0.8565772107347118
VILLUPURAM,2006,Maize,Whole Year,1209,483074,,,4.924731182795699
VILLUPURAM,2006,Moong(Green Gram),Whole Year,168,483074,,,0.5773809523809523
VILLUPURAM,2006,Onion,Whole Year,230,483074,,,8.730434782608695
VILLUPURAM,2006,Ragi,Whole Year,1009,483074,,,1.8909811694747274
VILLUPURAM,2006,Rapeseed &Mustard,Whole Year,1,483074,,,
VILLUPURAM,2006,Sesamum,Whole Year,5087,483074,,,0.4395517987025752
VILLUPURAM,2006,Sugarcane,Whole Year,61920,483074,,,132.90100129198967
VILLUPURAM,2006,Sunflower,Whole Year,1084,483074,,,1.6577490774907748
VILLUPURAM,2006,Sweet potato,Whole Year,166,483074,,,14.120481927710843
VILLUPURAM,2006,Tapioca,Whole Year,14219,483074,,,31.666291581686476
VILLUPURAM,2006,Turmeric,Whole Year,2474,483074,,,3.486257073565077
VILLUPURAM,2006,Urad,Whole Year,18129,483074,,,0.6844834243477301
VILLUPURAM,2007,Rice,Kharif,145403,485958,,,3.3034325289024298
VILLUPURAM,2007,Small millets,Kharif,2123,485958,,,1.193122939236929
VILLUPURAM,2007,Arecanut,Whole Year,32,485958,,,2.125
VILLUPURAM,2007,Arhar/Tur,Whole Year,273,485958,,,0.8644688644688645
VILLUPURAM,2007,Bajra,Whole Year,15172,485958,,,1.1364355391510677
VILLUPURAM,2007,Banana,Whole Year,1229,485958,,,47.74043938161107
VILLUPURAM,2007,Cashewnut,Whole Year,5047,485958,,,0.22627303348523875
VILLUPURAM,2007,Castor seed,Whole Year,46,485958,,,0.6739130434782609
VILLUPURAM,2007,Coconut,Whole Year,2026,485958,,,0.13228035538005922
VILLUPURAM,2007,Coriander,Whole Year,131,485958,,,0.3816793893129771
VILLUPURAM,2007,Cotton(lint),Whole Year,7014,485958,,,2.8768177929854577
VILLUPURAM,2007,Dry chillies,Whole Year,201,485958,,,0.5074626865671642
VILLUPURAM,2007,Gram,Whole Year,31,485958,,,0.22580645161290322
VILLUPURAM,2007,Groundnut,Whole Year,55317,485958,,,2.4023537068170726
VILLUPURAM,2007,Horse-gram,Whole Year,264,485958,,,0.4393939393939394
VILLUPURAM,2007,Jowar,Whole Year,2934,485958,,,1.0501022494887526
VILLUPURAM,2007,Maize,Whole Year,3422,485958,,,3.722676797194623
VILLUPURAM,2007,Moong(Green Gram),Whole Year,581,485958,,,0.2908777969018933
VILLUPURAM,2007,Onion,Whole Year,229,485958,,,9.633187772925764
VILLUPURAM,2007,Ragi,Whole Year,945,485958,,,2.0613756613756613
VILLUPURAM,2007,Sesamum,Whole Year,5012,485958,,,0.5117717478052674
VILLUPURAM,2007,Small millets,Whole Year,2123,485958,,,1.193122939236929
VILLUPURAM,2007,Sugarcane,Whole Year,56698,485958,,,102.07199548484955
VILLUPURAM,2007,Sunflower,Whole Year,1522,485958,,,1.7641261498028908
VILLUPURAM,2007,Sweet potato,Whole Year,263,485958,,,11.600760456273765
VILLUPURAM,2007,Tapioca,Whole Year,13798,485958,,,36.88056240034788
VILLUPURAM,2007,Turmeric,Whole Year,1768,485958,,,3.4513574660633486
VILLUPURAM,2007,Urad,Whole Year,18922,485958,,,0.521509354190889
VILLUPURAM,2008,Rice,Kharif,146641,494176,,,3.076486112342387
VILLUPURAM,2008,Small millets,Kharif,1951,494176,,,1.0302409021014864
VILLUPURAM,2008,Arecanut,Whole Year,45,494176,,,1.9777777777777779
VILLUPURAM,2008,Arhar/Tur,Whole Year,416,494176,,,0.6923076923076923
VILLUPURAM,2008,Bajra,Whole Year,12565,494176,,,1.081257461201751
VILLUPURAM,2008,Banana,Whole Year,1348,494176,,,44.452522255192875
VILLUPURAM,2008,Cashewnut,Whole Year,5256,494176,,,0.6310882800608828
VILLUPURAM,2008,Castor seed,Whole Year,32,494176,,,0.6875
VILLUPURAM,2008,Coconut,Whole Year,2009,494176,,,132.404181184669
VILLUPURAM,2008,Coriander,Whole Year,153,494176,,,0.33986928104575165
VILLUPURAM,2008,Cotton(lint),Whole Year,8609,494176,,,2.210709722383552
VILLUPURAM,2008,Dry chillies,Whole Year,271,494176,,,0.5018450184501845
VILLUPURAM,2008,Gram,Whole Year,19,494176,,,0.21052631578947367
VILLUPURAM,2008,Groundnut,Whole Year,51326,494176,,,2.447200249386276
VILLUPURAM,2008,Horse-gram,Whole Year,255,494176,,,0.47058823529411764
VILLUPURAM,2008,Jowar,Whole Year,3475,494176,,,1.3269064748201438
VILLUPURAM,2008,Maize,Whole Year,6022,494176,,,4.714380604450349
VILLUPURAM,2008,Moong(Green Gram),Whole Year,143,494176,,,0.22377622377622378
VILLUPURAM,2008,Onion,Whole Year,230,494176,,,9.452173913043477
VILLUPURAM,2008,Ragi,Whole Year,802,494176,,,1.6932668329177056
VILLUPURAM,2008,Rapeseed &Mustard,Whole Year,2,494176,,,0.5
VILLUPURAM,2008,Sesamum,Whole Year,4041,494176,,,0.5270972531551597
VILLUPURAM,2008,Small millets,Whole Year,1951,494176,,,1.0302409021014864
VILLUPURAM,2008,Sugarcane,Whole Year,52991,494176,,,109.47500518956049
VILLUPURAM,2008,Sunflower,Whole Year,880,494176,,,1.740909090909091
VILLUPURAM,2008,Sweet potato,Whole Year,172,494176,,,7.523255813953488
VILLUPURAM,2008,Tapioca,Whole Year,11376,494176,,,29.548962728551338
VILLUPURAM,2008,Tobacco,Whole Year,1,494176,,,1.0
VILLUPURAM,2008,Turmeric,Whole Year,2005,494176,,,2.3581047381546134
VILLUPURAM,2008,Urad,Whole Year,16875,494176,,,0.5464888888888889
VILLUPURAM,2009,Rice,Kharif,148454,499718,,,3.1513532811510636
VILLUPURAM,2009,Small millets,Kharif,2009,499718,,,0.9372822299651568
VILLUPURAM,2009,Arecanut,Whole Year,39,499718,,,1.9230769230769231
VILLUPURAM,2009,Arhar/Tur,Whole Year,519,499718,,,0.7649325626204239
VILLUPURAM,2009,Bajra,Whole Year,11325,499718,,,1.0668432671081678
VILLUPURAM,2009,Banana,Whole Year,1151,499718,,,42.996524761077325
VILLUPURAM,2009,Cardamom,Whole Year,1,499718,,,
VILLUPURAM,2009,Cashewnut,Whole Year,5282,499718,,,0.42805755395683454
VILLUPURAM,2009,Castor seed,Whole Year,33,499718,,,0.6666666666666666
VILLUPURAM,2009,Coconut,Whole Year,1995,499718,,,13.283208020050125
VILLUPURAM,2009,Coriander,Whole Year,157,499718,,,0.39490445859872614
VILLUPURAM,2009,Cotton(lint),Whole Year,6519,499718,,,1.7811013959196196
VILLUPURAM,2009,Dry chillies,Whole Year,254,499718,,,0.5354330708661418
VILLUPURAM,2009,Gram,Whole Year,57,499718,,,0.22807017543859648
VILLUPURAM,2009,Groundnut,Whole Year,47957,499718,,,2.8965114581812874
VILLUPURAM,2009,Horse-gram,Whole Year,202,499718,,,0.4603960396039604
VILLUPURAM,2009,Jowar,Whole Year,2110,499718,,,1.2924170616113744
VILLUPURAM,2009,Maize,Whole Year,3811,499718,,,4.599055366045658
VILLUPURAM,2009,Moong(Green Gram),Whole Year,99,499718,,,0.3434343434343434
VILLUPURAM,2009,Onion,Whole Year,193,499718,,,9.751295336787564
VILLUPURAM,2009,Ragi,Whole Year,638,499718,,,2.1175548589341693
VILLUPURAM,2009,Sesamum,Whole Year,3974,499718,,,0.5093105183694011
VILLUPURAM,2009,Sugarcane,Whole Year,54139,499718,,,107.07177820055783
VILLUPURAM,2009,Sunflower,Whole Year,417,499718,,,1.6738609112709832
VILLUPURAM,2009,Sweet potato,Whole Year,94,499718,,,11.117021276595745
VILLUPURAM,2009,Tapioca,Whole Year,11013,499718,,,31.20848088622537
VILLUPURAM,2009,Turmeric,Whole Year,2043,499718,,,3.2775330396475773
VILLUPURAM,2009,Urad,Whole Year,17276,499718,,,0.48495021995832366
VILLUPURAM,2010,Arhar/Tur,Kharif,117,491822,,,0.6581196581196581
VILLUPURAM,2010,Castor seed,Kharif,19,491822,,,1.1578947368421053
VILLUPURAM,2010,Cotton(lint),Kharif,5489,491822,,,2.4230278739296773
VILLUPURAM,2010,Groundnut,Kharif,39556,491822,,,2.3924057033067045
VILLUPURAM,2010,Horse-gram,Kharif,266,491822,,,0.47368421052631576
VILLUPURAM,2010,Maize,Kharif,3015,491822,,,4.7187396351575455
VILLUPURAM,2010,Moong(Green Gram),Kharif,147,491822,,,0.41496598639455784
VILLUPURAM,2010,Ragi,Kharif,588,491822,,,2.141156462585034
VILLUPURAM,2010,Rice,Kharif,149929,491822,,,3.415036450586611
VILLUPURAM,2010,Sunflower,Kharif,123,491822,,,1.7317073170731707
VILLUPURAM,2010,Urad,Kharif,20144,491822,,,0.8335484511517077
VILLUPURAM,2010,Gram,Rabi,37,491822,,,0.21621621621621623
VILLUPURAM,2010,Sugarcane,Whole Year,64348,491822,,,112.46335550444458
VILLUPURAM,2011,Bajra,Kharif,12586,475072,,,2.343159065628476
VILLUPURAM,2011,Cotton(lint),Kharif,6126,475072,,,2.077701599738818
VILLUPURAM,2011,Groundnut,Kharif,23925,475072,,,2.3240543364681296
VILLUPURAM,2011,Jowar,Kharif,69,475072,,,1.0289855072463767
VILLUPURAM,2011,Maize,Kharif,5332,475072,,,6.989122280570142
VILLUPURAM,2011,Ragi,Kharif,373,475072,,,2.635388739946381
VILLUPURAM,2011,Rice,Kharif,129858,475072,,,3.6317747077577045
VILLUPURAM,2011,Bajra,Rabi,237,475072,,,1.59915611814346
VILLUPURAM,2011,Cotton(lint),Rabi,94,475072,,,3.276595744680851
VILLUPURAM,2011,Groundnut,Rabi,12299,475072,,,3.515163834458086
VILLUPURAM,2011,Jowar,Rabi,2,475072,,,1.5
VILLUPURAM,2011,Maize,Rabi,374,475072,,,6.649732620320855
VILLUPURAM,2011,Ragi,Rabi,173,475072,,,1.8092485549132948
VILLUPURAM,2011,Arecanut,Whole Year,42,475072,,,2.4523809523809526
VILLUPURAM,2011,Arhar/Tur,Whole Year,76,475072,,,0.868421052631579
VILLUPURAM,2011,Banana,Whole Year,1282,475072,,,43.69422776911077
VILLUPURAM,2011,Cashewnut,Whole Year,4715,475072,,,0.12937433722163308
VILLUPURAM,2011,Castor seed,Whole Year,14,475072,,,0.9285714285714286
VILLUPURAM,2011,Coconut,Whole Year,1890,475072,,,10000.0
VILLUPURAM,2011,Coriander,Whole Year,13,475072,,,0.46153846153846156
VILLUPURAM,2011,Dry chillies,Whole Year,140,475072,,,0.4357142857142857
VILLUPURAM,2011,Horse-gram,Whole Year,182,475072,,,0.5384615384615384
VILLUPURAM,2011,Moong(Green Gram),Whole Year,289,475072,,,0.5017301038062284
VILLUPURAM,2011,Onion,Whole Year,173,475072,,,10.953757225433526
VILLUPURAM,2011,Small millets,Whole Year,1912,475072,,,1.1631799163179917
VILLUPURAM,2011,Sugarcane,Whole Year,73460,475072,,,109.74896542335965
VILLUPURAM,2011,Sunflower,Whole Year,156,475072,,,1.8653846153846154
VILLUPURAM,2011,Sweet potato,Whole Year,30,475072,,,12.566666666666666
VILLUPURAM,2011,Tapioca,Whole Year,12264,475072,,,21.55373450750163
VILLUPURAM,2011,Turmeric,Whole Year,3911,475072,,,2.626949629250831
VILLUPURAM,2011,Urad,Whole Year,22393,475072,,,0.7133032644129862
VILLUPURAM,2012,Arhar/Tur,Kharif,106,460014,,,0.7830188679245284
VILLUPURAM,2012,Castor seed,Kharif,33,460014,,,0.18575757575757576
VILLUPURAM,2012,Cotton(lint),Kharif,6944,460014,,,2.4690380184331797
VILLUPURAM,2012,Groundnut,Kharif,34034,460014,,,2.7186636892519247
VILLUPURAM,2012,Horse-gram,Kharif,271,460014,,,0.4022140221402214
VILLUPURAM,2012,Maize,Kharif,5386,460014,,,3.9962866691422207
VILLUPURAM,2012,Moong(Green Gram),Kharif,166,460014,,,0.28313253012048195
VILLUPURAM,2012,Ragi,Kharif,451,460014,,,2.0266075388026605
VILLUPURAM,2012,Rice,Kharif,115591,460014,,,3.430457388551012
VILLUPURAM,2012,Sunflower,Kharif,146,460014,,,1.6164383561643836
VILLUPURAM,2012,Urad,Kharif,22759,460014,,,0.4180763653939101
VILLUPURAM,2012,Gram,Rabi,6,460014,,,0.16666666666666666
VILLUPURAM,2012,Sugarcane,Whole Year,79437,460014,,,109.58165590342033
VILLUPURAM,2013,Bajra,Kharif,14041,691010,,,2.4741115305177694
VILLUPURAM,2013,Castor seed,Kharif,171,691010,,,0.6783625730994152
VILLUPURAM,2013,Cotton(lint),Kharif,9322,691010,,,2.26271186440678
VILLUPURAM,2013,Groundnut,Kharif,24051,691010,,,2.361731320942996
VILLUPURAM,2013,Horse-gram,Kharif,81,691010,,,0.6172839506172839
VILLUPURAM,2013,Jowar,Kharif,227,691010,,,1.1145374449339207
VILLUPURAM,2013,Maize,Kharif,19340,691010,,,6.705429162357808
VILLUPURAM,2013,Moong(Green Gram),Kharif,1051,691010,,,0.5623215984776403
VILLUPURAM,2013,Onion,Kharif,59,691010,,,11.627118644067796
VILLUPURAM,2013,Ragi,Kharif,1035,691010,,,2.736231884057971
VILLUPURAM,2013,Rice,Kharif,170443,691010,,,4.673750168678092
VILLUPURAM,2013,Sunflower,Kharif,29,691010,,,1.793103448275862
VILLUPURAM,2013,Urad,Kharif,21670,691010,,,0.9925703737886479
VILLUPURAM,2013,Bajra,Rabi,1793,691010,,,3.207473508087005
VILLUPURAM,2013,Cotton(lint),Rabi,267,691010,,,2.363295880149813
VILLUPURAM,2013,Groundnut,Rabi,21436,691010,,,4.278969957081545
VILLUPURAM,2013,Horse-gram,Rabi,307,691010,,,0.6449511400651465
VILLUPURAM,2013,Jowar,Rabi,121,691010,,,2.1487603305785123
VILLUPURAM,2013,Maize,Rabi,13396,691010,,,5.002164825320992
VILLUPURAM,2013,Moong(Green Gram),Rabi,1022,691010,,,0.8062622309197651
VILLUPURAM,2013,Onion,Rabi,47,691010,,,8.46808510638298
VILLUPURAM,2013,Ragi,Rabi,2925,691010,,,3.5894017094017094
VILLUPURAM,2013,Sunflower,Rabi,36,691010,,,1.6111111111111112
VILLUPURAM,2013,Urad,Rabi,40011,691010,,,1.0243183124640725
VILLUPURAM,2013,Arecanut,Whole Year,42,691010,,,1.2619047619047619
VILLUPURAM,2013,Arhar/Tur,Whole Year,2513,691010,,,0.9669717469160366
VILLUPURAM,2013,Banana,Whole Year,975,691010,,,41.53435897435897
VILLUPURAM,2013,Cashewnut,Whole Year,5103,691010,,,0.4720752498530276
VILLUPURAM,2013,Coconut,Whole Year,1780,691010,,,10730.337078651686
VILLUPURAM,2013,Coriander,Whole Year,2,691010,,,0.5
VILLUPURAM,2013,Dry chillies,Whole Year,144,691010,,,0.2708333333333333
VILLUPURAM,2013,Gram,Whole Year,1,691010,,,1.0
VILLUPURAM,2013,Small millets,Whole Year,2032,691010,,,1.045275590551181
VILLUPURAM,2013,Sugarcane,Whole Year,88786,691010,,,119.3758925956795
VILLUPURAM,2013,Sweet potato,Whole Year,42,691010,,,21.11904761904762
VILLUPURAM,2013,Tapioca,Whole Year,12705,691010,,,25.842424242424244
VILLUPURAM,2013,Tobacco,Whole Year,1,691010,,,1.0
VILLUPURAM,2013,Turmeric,Whole Year,2252,691010,,,2.238010657193606
VIRUDHUNAGAR,1997,Banana,Kharif,491,450348,,,34.34419551934827
VIRUDHUNAGAR,1997,Horse-gram,Kharif,66,450348,,,0.45454545454545453
VIRUDHUNAGAR,1997,Onion,Kharif,1329,450348,,,6.961625282167043
VIRUDHUNAGAR,1997,Sesamum,Kharif,3559,450348,,,0.3034560269738691
VIRUDHUNAGAR,1997,Small millets,Kharif,342,450348,,,1.023391812865497
VIRUDHUNAGAR,1997,Arhar/Tur,Whole Year,1054,450348,,,0.5028462998102466
VIRUDHUNAGAR,1997,Bajra,Whole Year,9956,450348,,,1.83206106870229
VIRUDHUNAGAR,1997,Banana,Whole Year,747,450348,,,48.246318607764394
VIRUDHUNAGAR,1997,Cardamom,Whole Year,332,450348,,,0.09036144578313253
VIRUDHUNAGAR,1997,Castor seed,Whole Year,292,450348,,,0.17123287671232876
VIRUDHUNAGAR,1997,Coriander,Whole Year,6260,450348,,,0.3865814696485623
VIRUDHUNAGAR,1997,Cotton(lint),Whole Year,30069,450348,,,0.9913864777678008
VIRUDHUNAGAR,1997,Dry chillies,Whole Year,4238,450348,,,0.7008022652194431
VIRUDHUNAGAR,1997,Gram,Whole Year,122,450348,,,0.4918032786885246
VIRUDHUNAGAR,1997,Groundnut,Whole Year,10777,450348,,,0.9362531316692957
VIRUDHUNAGAR,1997,Jowar,Whole Year,6115,450348,,,0.892886345053148
VIRUDHUNAGAR,1997,Maize,Whole Year,2543,450348,,,2.01337003539127
VIRUDHUNAGAR,1997,Moong(Green Gram),Whole Year,6453,450348,,,0.2990856965752363
VIRUDHUNAGAR,1997,Onion,Whole Year,1506,450348,,,5.239043824701195
VIRUDHUNAGAR,1997,Pulses total,Whole Year,16675,450348,,,0.37361319340329835
VIRUDHUNAGAR,1997,Ragi,Whole Year,902,450348,,,2.2394678492239466
VIRUDHUNAGAR,1997,Rice,Whole Year,36208,450348,,,3.0998674326115774
VIRUDHUNAGAR,1997,Small millets,Whole Year,260,450348,,,0.038461538461538464
VIRUDHUNAGAR,1997,Sugarcane,Whole Year,2639,450348,,,1073.5126942023494
VIRUDHUNAGAR,1997,Sunflower,Whole Year,1651,450348,,,0.35735917625681407
VIRUDHUNAGAR,1997,Sweet potato,Whole Year,68,450348,,,14.558823529411764
VIRUDHUNAGAR,1997,Tapioca,Whole Year,7,450348,,,37.142857142857146
VIRUDHUNAGAR,1997,Total foodgrain,Whole Year,73909,450348,,,2.033175932565723
VIRUDHUNAGAR,1997,Urad,Whole Year,6604,450348,,,0.48909751665657175
VIRUDHUNAGAR,1998,Arhar/Tur,Kharif,1526,115368,,,0.42988204456094364
VIRUDHUNAGAR,1998,Bajra,Kharif,11715,115368,,,1.9561246265471617
VIRUDHUNAGAR,1998,Cotton(lint),Kharif,36641,115368,,,1.3398651783521192
VIRUDHUNAGAR,1998,Groundnut,Kharif,14464,115368,,,1.3400857300884956
VIRUDHUNAGAR,1998,Horse-gram,Kharif,62,115368,,,0.5
VIRUDHUNAGAR,1998,Jowar,Kharif,7029,115368,,,1.1187935694977948
VIRUDHUNAGAR,1998,Maize,Kharif,4132,115368,,,2.015004840271055
VIRUDHUNAGAR,1998,Moong(Green Gram),Kharif,14036,115368,,,0.549016813907096
VIRUDHUNAGAR,1998,Pulses total,Kharif,26994,115368,,,0.5043713417796547
VIRUDHUNAGAR,1998,Ragi,Kharif,1352,115368,,,2.081360946745562
VIRUDHUNAGAR,1998,Rice,Kharif,34953,115368,,,3.429605470202844
VIRUDHUNAGAR,1998,Sesamum,Kharif,7382,115368,,,0.4863180709834733
VIRUDHUNAGAR,1998,Small millets,Kharif,50700,115368,,,0.48520710059171596
VIRUDHUNAGAR,1998,Sunflower,Kharif,2542,115368,,,1.077891424075531
VIRUDHUNAGAR,1998,Total foodgrain,Kharif,88356,115368,,,0.20084657521843452
VIRUDHUNAGAR,1998,Urad,Kharif,8106,115368,,,0.5669874167283494
VIRUDHUNAGAR,1998,Gram,Rabi,28,115368,,,0.6428571428571429
VIRUDHUNAGAR,1998,Banana,Whole Year,328,115368,,,48.86585365853659
VIRUDHUNAGAR,1998,Cardamom,Whole Year,344,115368,,,0.0872093023255814
VIRUDHUNAGAR,1998,Cashewnut,Whole Year,4,115368,,,0.25
VIRUDHUNAGAR,1998,Coriander,Whole Year,8027,115368,,,0.3864457456085711
VIRUDHUNAGAR,1998,Dry chillies,Whole Year,3027,115368,,,0.7010241162867525
VIRUDHUNAGAR,1998,Onion,Whole Year,1123,115368,,,5.240427426536064
VIRUDHUNAGAR,1998,Sugarcane,Whole Year,3707,115368,,,122.73266792554627
VIRUDHUNAGAR,1999,Arhar/Tur,Kharif,1546,108494,,,0.41332470892626133
VIRUDHUNAGAR,1999,Bajra,Kharif,13422,108494,,,1.4708687229921025
VIRUDHUNAGAR,1999,Cotton(lint),Kharif,29613,108494,,,1.0695640428190323
VIRUDHUNAGAR,1999,Groundnut,Kharif,11559,108494,,,1.5142313348905614
VIRUDHUNAGAR,1999,Horse-gram,Kharif,120,108494,,,0.425
VIRUDHUNAGAR,1999,Jowar,Kharif,3317,108494,,,1.0844136267711788
VIRUDHUNAGAR,1999,Korra,Kharif,240,108494,,,0.4375
VIRUDHUNAGAR,1999,Maize,Kharif,9484,108494,,,2.0306832560101222
VIRUDHUNAGAR,1999,Moong(Green Gram),Kharif,12069,108494,,,0.4549672715220814
VIRUDHUNAGAR,1999,Ragi,Kharif,779,108494,,,1.4993581514762515
VIRUDHUNAGAR,1999,Rice,Kharif,31374,108494,,,3.7240708867214893
VIRUDHUNAGAR,1999,Sesamum,Kharif,5023,108494,,,0.4162850885924746
VIRUDHUNAGAR,1999,Sunflower,Kharif,1913,108494,,,0.63617354939885
VIRUDHUNAGAR,1999,Urad,Kharif,6327,108494,,,0.5620357199304568
VIRUDHUNAGAR,1999,Varagu,Kharif,390,108494,,,0.958974358974359
VIRUDHUNAGAR,1999,Gram,Rabi,110,108494,,,0.4909090909090909
VIRUDHUNAGAR,1999,Samai,Rabi,18,108494,,,0.8333333333333334
VIRUDHUNAGAR,1999,Banana,Whole Year,491,108494,,,34.34419551934827
VIRUDHUNAGAR,1999,Cardamom,Whole Year,344,108494,,,0.08430232558139535
VIRUDHUNAGAR,1999,Coriander,Whole Year,3963,108494,,,0.18395155185465556
VIRUDHUNAGAR,1999,Dry chillies,Whole Year,4348,108494,,,0.5512879484820608
VIRUDHUNAGAR,1999,Guar seed,Whole Year,3052,108494,,,10.115006553079947
VIRUDHUNAGAR,1999,Onion,Whole Year,1329,108494,,,6.961625282167043
VIRUDHUNAGAR,1999,Sugarcane,Whole Year,3052,108494,,,104.01179554390563
VIRUDHUNAGAR,1999,Sweet potato,Whole Year,28,108494,,,12.107142857142858
VIRUDHUNAGAR,1999,Tapioca,Whole Year,3,108494,,,35.333333333333336
VIRUDHUNAGAR,1999,Turmeric,Whole Year,25,108494,,,5.76
VIRUDHUNAGAR,2000,Arhar/Tur,Kharif,1421,94946,,,0.4130893736805067
VIRUDHUNAGAR,2000,Bajra,Kharif,10671,94946,,,1.4476618873582607
VIRUDHUNAGAR,2000,Cotton(lint),Kharif,26955,94946,,,1.2585791133370432
VIRUDHUNAGAR,2000,Dry ginger,Kharif,1,94946,,,26.0
VIRUDHUNAGAR,2000,Groundnut,Kharif,10763,94946,,,1.3224008176159063
VIRUDHUNAGAR,2000,Horse-gram,Kharif,87,94946,,,0.4367816091954023
VIRUDHUNAGAR,2000,Jowar,Kharif,10746,94946,,,0.8894472361809045
VIRUDHUNAGAR,2000,Maize,Kharif,9266,94946,,,2.030649687027844
VIRUDHUNAGAR,2000,Moong(Green Gram),Kharif,10640,94946,,,0.6909774436090226
VIRUDHUNAGAR,2000,Other Cereals & Millets,Kharif,268,94946,,,0.7126865671641791
VIRUDHUNAGAR,2000,Other Kharif pulses,Kharif,2563,94946,,,0.19001170503316425
VIRUDHUNAGAR,2000,Ragi,Kharif,936,94946,,,1.6602564102564104
VIRUDHUNAGAR,2000,Rice,Kharif,22370,94946,,,3.9977201609298167
VIRUDHUNAGAR,2000,Sesamum,Kharif,3775,94946,,,0.4988079470198675
VIRUDHUNAGAR,2000,Sunflower,Kharif,869,94946,,,0.6973532796317606
VIRUDHUNAGAR,2000,Urad,Kharif,7064,94946,,,0.562004530011325
VIRUDHUNAGAR,2000,Gram,Rabi,34,94946,,,0.5
VIRUDHUNAGAR,2000,Banana,Whole Year,459,94946,,,34.3442265795207
VIRUDHUNAGAR,2000,Coriander,Whole Year,2154,94946,,,0.18384401114206128
VIRUDHUNAGAR,2000,Dry chillies,Whole Year,2612,94946,,,0.6408882082695253
VIRUDHUNAGAR,2000,Onion,Whole Year,851,94946,,,6.961222091656874
VIRUDHUNAGAR,2000,Sannhamp,Whole Year,1021,94946,,,0.7286973555337904
VIRUDHUNAGAR,2000,Sugarcane,Whole Year,3475,94946,,,104.01179856115108
VIRUDHUNAGAR,2000,Sweet potato,Whole Year,7,94946,,,12.142857142857142
VIRUDHUNAGAR,2001,Arhar/Tur,Kharif,1016,102632,,,0.6496062992125984
VIRUDHUNAGAR,2001,Bajra,Kharif,6420,102632,,,1.3644859813084111
VIRUDHUNAGAR,2001,Cotton(lint),Kharif,21257,102632,,,1.348732182339935
VIRUDHUNAGAR,2001,Groundnut,Kharif,5760,102632,,,1.2760416666666667
VIRUDHUNAGAR,2001,Jowar,Kharif,7007,102632,,,0.8034822320536606
